Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
"0,565","0,14","92,064","0,0405","0,385",0,4,"0,741",7,211871,"0,586340644429065","0,633",1,audio_features,3xPZKgZeIPb8vHa1UJH5Rz,Boring,,,
"0,685","0,0674","189,938","0,0812","0,104","0,0014",4,"0,569",1,197673,"0,496249406079745","0,372",0,audio_features,2QffgsYVZkvMQsZmQdgf2L,Boring,,,
"0,406","0,102","119,812","0,0427","0,587","0,00000448",4,"0,572",10,201084,"0,370510056301924","0,265",1,audio_features,2nC3QhMI9reBIOWutbU3Tj,Boring,,,
"0,694","0,331","113,011","0,0891","0,167","0,00000105",4,"0,73",4,221820,"0,597723044688699","0,496",0,audio_features,6ftrW1qJ3TPKk1W0A0qMwO,Boring,,,
"0,6","0,236","131,782","0,0385","0,00299","0,0838",4,"0,472",1,222307,"0,341271483238687","0,0485",1,audio_features,14mgSrrQRN8K9HaVHhKjze,Boring,,,
"0,362","0,113","151,898","0,107","0,126","0,0000411",4,"0,687",8,144540,"0,322737923189275","0,373",1,audio_features,6TooMkzB9xE9FM9qxuEQeX,Boring,,,
"0,252","0,37","100,618","0,0342","0,833","0,00036",3,"0,588",11,185689,"0,302377867585757","0,287",1,audio_features,2wDAD2hRCw8qanm6UjdLpx,Boring,,,
"0,412","0,0904","121,037","0,608","0,12",0,4,"0,962",1,128926,"0,272646545852901","0,506",1,audio_features,3Nhfs2Cx7z2JWHetYkzSfO,Boring,,,
"0,793","0,0839","99,983","0,0794","0,125",0,4,"0,746",2,204480,"0,676005142943426","0,686",0,audio_features,11wbEfF8uFBY6T2gNH7cI5,Boring,,,
"0,92","0,149","79,454","0,157","0,351",0,4,"0,701",0,185093,"0,729289565791723","0,567",0,audio_features,5lwWpQ71GKN3sWmk8zZr9g,Boring,,,
"0,413","0,124","139,649","0,0372","0,565","0,00000352",3,"0,513",0,265479,"0,438985322678512","0,246",1,audio_features,6YpSiNQN8pVzJMOX2fXGHm,Boring,,,
"0,782","0,285","109,955","0,241","0,318",0,4,"0,801",7,168627,"0,442537420426285","0,613",1,audio_features,4mQMvcRtQou5yI8mjuJ1lf,Boring,,,
"0,717","0,236","119,977","0,274","0,054","0,0679",4,"0,814",7,180893,"0,513156695725147","0,183",1,audio_features,1nEjpWJlqcOsf2ZaRQ3XdW,Boring,,,
"0,762","0,191","109,97","0,0392","0,0358","0,00000141",4,"0,794",4,195867,"0,666423034840175","0,482",0,audio_features,2DmRXiyn03tOqKgEJXlaiJ,Boring,,,
"0,564","0,182","121,977","0,0544","0,0257","0,00874",4,"0,531",10,183933,"0,301960405562494","0,355",1,audio_features,5ouGWMPxx4Lv8vUWpfGcZT,Boring,,,
"0,473","0,161","99,832","0,0303","0,0305","0,0133",4,"0,23",4,390880,"0,331779845062064","0,0715",1,audio_features,5y3QjURtPq4V186jTPMA8Y,Boring,,,
"0,706","0,112","119,693","0,0465","0,000796","0,313",4,"0,523",0,490680,"0,322218150117791","0,345",1,audio_features,2CH4mc6qWAI3ejAdqpON9B,Boring,,,
"0,807","0,348","103,038","0,035","0,0714","0,28",3,"0,763",1,229640,"0,652078678513579","0,559",1,audio_features,3FtYbEfBqAlGO46NUDQSAt,Boring,,,
"0,644","0,0749","126,991","0,327","0,0232","0,467",4,"0,964",4,348954,"0,33504257668096","0,351",0,audio_features,7CgxHKGZymQKdM5yzeDoV3,Boring,Wasted Years of Pumping Iron,Frits Wentink,Chad Brothers
"0,462","0,107","124,965","0,0533","0,0935","0,466",4,"0,834",4,341660,"0,355795130559743","0,356",0,audio_features,4OoUfdPx1JH55T94YLgYxa,Boring,Hidden Messages,DJ Boring,Want U So
"0,586","0,11","125,004","0,213","0,0124","0,198",4,"0,961",11,369721,"0,377224594184861","0,581",0,audio_features,01ZlpEONSLgD3mRKBJDMbw,Boring,Wasted Years of Pumping Iron,Frits Wentink,Derek Antony
"0,693","0,111","122,028","0,0703","0,0387","0,83",4,"0,656",5,511032,"0,403831321348851","0,158",0,audio_features,4rvnBqTmx66LlCJZLbLAOY,Boring,Winona,DJ Boring,Winona
"0,746","0,114","122,989","0,0556","0,19","0,915",4,"0,774",3,355122,"0,22824433121735","0,61",0,audio_features,42os9tINU1HhMY9AsZUKiX,Boring,Moonrise Ocarina EP,DJ Physical,Ride Kingdom
"0,456","0,111","122,998","0,0653","0,00624","0,895",4,"0,807",0,312195,"0,214387766597351","0,572",1,audio_features,5qAUf78kWBY8vKvqjiOtwe,Boring,Real Lies,DJ Physical,Real Lies
"0,881","0,0986","123,016","0,037","0,0151","0,557",4,"0,649",0,320000,"0,336472829279429","0,357",0,audio_features,2dJ5Cb0JTJ7mmFYP94H5lF,Boring,Moonrise Ocarina EP,DJ Physical,Moonrise Ocarina
"0,631","0,329","124,994","0,247","0,159","0,712",4,"0,954",4,301440,"0,320294882651378","0,659",0,audio_features,3cHkmnkVPL3XtbAJ1tFvE2,Boring,Palms Hill,DJ Physical,Palms Hill
"0,685","0,0641","123,498","0,0864","0,0842","0,918",4,"0,809",4,439190,"0,309243087044156","0,231",0,audio_features,04vEzlh3Bh3UvyJV0t55Bo,Boring,Alles,COMPUTER DATA,Alles
"0,876","0,348","123,911","0,0914","0,563","0,92",4,"0,88",0,328615,"0,273306524817467","0,548",0,audio_features,1lK97u1V2tCFRTtTDYPkbP,Boring,Split EP,Tlim Shug,Funeral Errday
"0,916","0,0256","126,035","0,0651","0,00103","0,648",4,"0,856",6,232996,"0,376010523668496","0,845",0,audio_features,3PT2JebH2dJ5R4S82LzG3W,Boring,"DJ Haus Enters the Unknown, Vol. 2",DJ Boring,Los Apson?
"0,675","0,0818","120,002","0,0743","0,0267","0,914",4,"0,817",11,452654,"0,30345898438888","0,602",0,audio_features,6ZL0he20L7w78uCJZmTQDI,Boring,Alone,Mall Grab,Happiness
"0,69","0,117","127,023","0,178","0,136","0,819",4,"0,927",5,257174,"0,325761682966063","0,122",0,audio_features,0tt21tmZRvBIdIppad4BHs,Boring,Hidden Messages,DJ Boring,Don't Love Me
"0,619","0,124","126,007","0,0516","0,666","0,677",4,"0,742",1,417100,"0,270146907295725","0,147",0,audio_features,0DRp685EnPxbJsF3tsZlC4,Boring,You'll Understand,Ross from Friends,Talk to Me You'll Understand
"0,634","0,45","115,002","0,0503","0,112","0,377",4,"0,793",2,365969,"0,245668797469939","0,225",0,audio_features,5bRtTCeMr2ZTfG8nrOrJOE,Boring,You'll Understand,Ross from Friends,Bootman
"0,789","0,0636","120,004","0,0642","0,153","0,896",4,"0,797",5,417263,"0,384636062359496","0,586",1,audio_features,1pjIJ13vAjmZAm0lLuOQef,Boring,Soft Moon,CoastDream,Soft Moon
"0,715","0,101","126,007","0,0576","0,108","0,901",4,"0,803",11,442000,"0,318676471605561","0,343",0,audio_features,2pnElcCKf34M9TlQBvsAb2,Boring,Vapour Trails,Harrison BDP,Convection Zone
"0,626","0,103","120,02","0,108","0,162","0,0344",4,"0,867",1,271045,"0,35452755861788","0,371",0,audio_features,3JrakeN7QAtx21OqCSGZPx,Boring,All the Reasons,Sweely,All The Reasons
"0,734","0,127","120,013","0,16","0,304","0,822",4,"0,898",6,324000,"0,282292929077978","0,308",1,audio_features,7F7jdsVa98RkA83rIorws4,Boring,Surf Dude EP,Tlim Shug,Surf Dude
"0,702","0,0998","126,987","0,0511","0,0041","0,787",4,"0,843",6,306685,"0,266011247574194","0,892",0,audio_features,0Rn9CZTTq68l7u2EuaWoK4,Boring,You'll Understand,Ross from Friends,Gettin' It Done
"0,697","0,0825","126,056","0,0843","0,0519","0,863",4,"0,798",10,412158,"0,404622472899681","0,168",0,audio_features,4WCivUl5mpgWTDIy7yw7AG,Boring,Just U & Me,Dj Kush Boogie,Orchid
"0,477","0,123","119,982","0,0635","0,216","0,0398",4,"0,779",7,315585,"0,255152601090967","0,497",0,audio_features,5tbTyFFEpG04Zs1MUzg7jg,Boring,The eboys LP,Earth Boys,Roll it Back - Original Mix
"0,463","0,106","120,994","0,0618","0,0213","0,142",4,"0,849",1,389107,"0,309670617417077","0,483",1,audio_features,63DQm30ycUr6xP2M1RUA57,Boring,No Questions,Black Loops,Suki
"0,603","0,109",125,"0,0759","0,218","0,565",4,"0,873",8,422400,"0,292684686237879","0,332",1,audio_features,5PvpHmQ596TTqm5Lysejjh,Boring,4MYPPL#1,Folamour,Ya Just Need 2 Believe in Yaself
"0,782","0,227","128,003","0,0499","0,00161","0,908",4,"0,773",6,540333,"0,270395836410884","0,566",1,audio_features,6E47RDd8CCCiDxZweBjljs,Boring,"Happiness Therapy Split, Vol. 2",Harrison BDP,Parallax
"0,479","0,0975","119,964","0,0712","0,096","0,709",4,"0,806",5,318578,"0,322626472707567","0,264",0,audio_features,29VcwVf7InNYZ0NoXHaK2T,Boring,Wanted - EP,Demuja,Taste
"0,696","0,0782","123,998","0,0834","0,128","0,929",4,"0,803",7,506770,"0,264514814325882","0,547",1,audio_features,02uUhbsPgXFvsALSXIo1uH,Boring,6 AM Mimosa,DJ Boring,6 AM Mimosa
"0,529","0,0844","121,004","0,0378","0,000224","0,893",4,"0,805",7,404630,"0,247999040181001","0,714",0,audio_features,3b9MUQ7uiQHhU420B6f8Ta,Boring,Saw You for the First Time,Laurence Guy,Saw You for the First Time
"0,758","0,0938","125,987","0,171","0,16","0,388",4,"0,749",7,370084,"0,257128371935313","0,7",0,audio_features,0ouuMqZrts9DCJEEwGhAcG,Boring,Rosegold,Entro Senestre,Rosegold
"0,845","0,0876","125,019","0,0439","0,36","0,921",4,"0,802",2,372480,"0,341861347394221","0,555",1,audio_features,5G2EPkhaf5gwjnYYKDPLN5,Boring,Pool Party Music,Mall Grab,Catching Feelings - Edit
"0,809","0,123","125,006","0,0379","0,00577","0,567",4,"0,757",1,439823,"0,379970604690776","0,479",0,audio_features,0WdL7PTMXDWU9drLgqHPFi,Boring,The Outsiders,Ross from Friends,Would You Still Be Here
"0,559","0,09","121,35","0,0471","0,000946","0,83",4,"0,736",0,354185,"0,323742711634235","0,287",0,audio_features,5YEN0NXMbnBIfS708fZDTC,Boring,This Raw Feeling,Route 8,The Sunrise In Her Eyes
"0,624","0,0849","123,993","0,0542","0,0159","0,882",4,"0,822",10,343655,"0,28326962002809","0,348",0,audio_features,07kjOi8otfcrcY2uCJ2aAS,Boring,Wanted - EP,Demuja,Peggy
"0,85","0,353","122,988","0,0639","0,0919","0,00000615",4,"0,692",7,304270,"0,371321417772912","0,188",1,audio_features,6IupvwRBPOT3hQcVlrQ7tl,Boring,Turn Your Love Around,Mood J,NY Vibration
"0,96","0,14","126,636","0,0858","0,291","0,863",4,"0,729",2,263645,"0,40082056879748","0,186",0,audio_features,3lGM45D8aUz7TT00rEXBS6,Boring,Unmanned Vehicle,Tissu,Unmanned Vehicle
"0,772","0,432","128,954","0,0975","0,021","0,754",4,"0,714",8,299468,"0,3010925432053","0,124",1,audio_features,7KFqvqTYa1HvsDVdeAGXAD,Boring,Different Dates,DJ Boring,Lonely Valentine
"0,561","0,299","120,97","0,0426","0,292","0,89",4,"0,468",7,404628,"0,361451473883012","0,432",0,audio_features,1BVahRcD2eKQlE1PivpBSW,Boring,Elegy,Mall Grab,Drive
"0,854","0,105","123,983","0,0843","0,0316","0,619",4,"0,881",0,361936,"0,398244695647322","0,455",1,audio_features,3bRcNi1lfsQFuIh37ifcSd,Boring,Rush,Demuja,Getting Dark
"0,929","0,322","124,013","0,0963","0,021","0,911",4,"0,919",8,341613,"0,59258410754617","0,412",1,audio_features,4WlyvNFGdQzMGGE6qdWD13,Boring,23,Shadow Child,23
"0,801","0,262","124,994","0,0539","0,134","0,787",4,"0,718",8,329088,"0,367578414364365","0,434",0,audio_features,7rxJlgKEXuDIgHOOPS2a3A,Boring,Family Portrait,Ross from Friends,R.A.T.S.
"0,897","0,0986","127,972","0,0492","0,202","0,901",4,"0,668",3,404998,"0,38507914600171","0,516",0,audio_features,4N28QlYB0XW6H5gaXBHt6T,Boring,1992,No_4mat,1992
"0,583","0,121",120,"0,0716","0,728","0,931",4,"0,779",7,530879,"0,23711007068898","0,0363",0,audio_features,3P3y98S3gInKv1SC82zGhQ,Boring,Sunday Avenue,DJ Boring,Sunday Avenue - Original Mix
"0,932","0,347","122,047","0,274","0,153","0,736",4,"0,815",4,445082,"0,328511063359855","0,218",0,audio_features,23evfHSyOyyWETaiZY8lFR,Boring,Sophia,Baltra,Lookin'4 Love - Original Mix
"0,35","0,0878","117,98","0,156","0,285","0,771",4,"0,822",11,311186,"0,148337173683382","0,124",0,audio_features,6CJwIcJNQStg1cgRBMLM76,Boring,like me,paleboi,like me
"0,802","0,154","130,038","0,0333","0,0103","0,886",4,"0,669",6,332437,"0,347016399968613","0,267",0,audio_features,0QNkVh7nw7KkQSPkjharYW,Boring,"How The Dogs Chill, Vol. 1",Mall Grab,Liverpool Street In The Rain
"0,676","0,119","127,982","0,0707","0,211","0,858",4,"0,807",4,332566,"0,308389796225068","0,545",0,audio_features,0M4RvNlftBZ5BFPKRZRckT,Boring,Different Dates,DJ Boring,I Know You Want To
"0,574","0,14","128,023","0,0456","0,0772","0,864",4,"0,666",1,296861,"0,251535912916327","0,447",0,audio_features,764BZjH5i5K5vq6ofPpkry,Boring,Myrtle Music,Earth Boys,Myrtle Music - Original Mix
"0,989","0,114","120,051","0,106","0,158","0,665",4,"0,81",10,265235,"0,446940797918774","0,419",0,audio_features,5SgG2bLFxmYPasLlJdR9wI,Boring,Season 1,DJ Seinfeld,I'll Always Pick U Up
"0,433","0,0922","120,032","0,0382","0,389","0,781",4,"0,712",9,250000,"0,179225582269607","0,265",0,audio_features,1tpTQDEv7I3rpT0W816meN,Boring,"U, Me and Madonna",1-800 GIRLS,"U, Me and Madonna"
"0,313","0,109","120,013","0,502","0,897","0,804",4,"0,838",1,381715,"0,276981013463014","0,304",0,audio_features,4Ra7jiOPeGMu4q9qr2peNa,Boring,Mutuality - EP,Tlim Shug,Rari Techno
"0,614","0,129","119,999","0,053","0,00936","0,884",4,"0,77",1,330264,"0,290636396351967","0,665",0,audio_features,532Uc8atsw2Oj870OOj87e,Boring,Melting Blues,Willrijk,Office
"0,857","0,101","119,979","0,0533","0,102","0,93",4,"0,74",2,288579,"0,38295698913563","0,0759",1,audio_features,3eamwDbWGnXAeuNffjnbqr,Boring,All the Reasons,Sweely,Blue Faces
"0,557","0,0604","123,038","0,0769","0,0924","0,837",4,"0,805",8,394710,"0,193575326298163","0,643",1,audio_features,2veLnenW3fky3BBOKWFfwH,Boring,Rendezvous,Baltra,Rendezvous
"0,574","0,068","126,984","0,056","0,000712","0,871",4,"0,861",10,367687,"0,235667665631813","0,218",1,audio_features,0aUdj5nKgxEcFfy1uYBHXI,Boring,Saturday Night (DJ-Kicks),Lone,Saturday Night (DJ-Kicks)
"0,881","0,11","119,002","0,0686","0,443","0,654",4,"0,781",7,307082,"0,311064177393947","0,445",0,audio_features,0VjNH48OVNKqrv9EjUOL72,Boring,816 to Nunhead,Chaos In The CBD,78 to Stanley Bay
"0,979","0,13","119,999","0,0811","0,0312","0,512",4,"0,8",4,444800,"0,481171615252164","0,514",1,audio_features,3q47RufCCzXrimbWapHHY5,Boring,The Outsiders,Ross from Friends,Crimson
"0,427","0,0514","116,986","0,0541","0,000885","0,446",4,"0,79",11,312000,"0,270364707731723","0,961",0,audio_features,273poy5BHtv5YFedkWIqwj,Boring,Nothing,HNNY,Nothing - Original Mix
"0,7","0,0903","125,007","0,0414","0,00129","0,914",4,"0,8",11,495360,"0,384990488459058","0,645",0,audio_features,7DwA5bs6omxX96etFBDMqv,Boring,All the Reasons,Sweely,Around
"0,714","0,219","120,288","0,04","0,541","0,33",4,"0,867",1,279801,"0,531190133858942","0,58",0,audio_features,1N7FGyCdyaIqzKidEKJTXq,Boring,I Want To Believe,Project Pablo,Sky Lounge
"0,756","0,086","121,029","0,149","0,0381","0,924",4,"0,916",8,381360,"0,333695231010315","0,611",1,audio_features,60Zd8zBgsnRrKniIgHexbl,Boring,From the Ave to the Street,Mr. Hazeltine,Theory of Mind
"0,951","0,0773","123,991","0,0577","0,138","0,383",4,"0,762",0,320081,"0,54745698336098","0,28",1,audio_features,5sGiXvKfWfEWK6jYtP7FI7,Boring,"Don't Sleep, There Are Snakes",Ross from Friends,In An Emergency
"0,625","0,0963","121,996","0,0409","0,0982","0,809",4,"0,774",7,395436,"0,331283648117281","0,287",0,audio_features,77PxMs9lLDOuCDhDOPtjq5,Boring,Wanted - EP,Demuja,I Want You
"0,646","0,0747","113,984","0,239","0,0162","0,774",4,"0,904",5,501062,"0,416150096810047","0,271",0,audio_features,71OAFL4vxgpDiBqZNNDt3a,Boring,Yyyyyyyyyy,Terekke,Bank 3
"0,469","0,111","118,034","0,193","0,846","0,932",4,"0,713",2,229836,"0,287144167979081","0,116",1,audio_features,2ZQRfelYOFQ6i6A9rTx73j,Boring,The Small Room Sessions,upper class,morning groove
"0,945","0,112","126,02","0,0537","0,0432","0,875",4,"0,71",6,346793,"0,352695566113087","0,826",0,audio_features,3icQv6mDRbFuJiErdKmhZ1,Boring,Different Dates,DJ Boring,I Know You Want To - Baltra Remix
"0,565","0,084","124,012","0,101","0,000213","0,901",4,"0,86",7,440338,"0,282878538797013","0,389",1,audio_features,542LKM3NLvhpyDjfs0p64p,Boring,Lovelite,Black Loops,The Lovelite
"0,648","0,096",122,"0,121","0,00192","0,938",4,"0,807",3,373770,"0,284478860698712","0,359",0,audio_features,6VfnR3V0zAemyEh8SRmKoB,Boring,Nation House: Chalutier du Havre,Sweely,NTM
"0,968","0,376","131,962","0,132","0,0549","0,898",4,"0,812",1,366220,"0,34490540481442","0,371",0,audio_features,4m2CRVvhM8XbvWRWzON6RH,Boring,Say My Name,DJ Protein,Wandering Dreams
"0,9","0,0943","132,008","0,0618","0,000908","0,0471",4,"0,889",1,296902,"0,358715382027266","0,962",1,audio_features,4Wjd0gQjYy2YuqLsxD07aC,Boring,Say My Name,DJ Protein,Say My Name
"0,556","0,0632","123,006","0,106","0,074","0,738",4,"0,941",2,375000,"0,402995317501977","0,641",1,audio_features,3nhNVCiyHSYbYPFwoKbOA0,Boring,Emotional Shift,COMPUTER DATA,Healing
"0,504","0,107","120,018","0,0604","0,509","0,908",4,"0,836",1,308000,"0,216970155380085","0,0594",1,audio_features,4YFhkFpR1W6IVJhSoxdhvQ,Boring,Selenicereus grandiflorus,Tlim Shug,Nerve Cushion
"0,774","0,112","123,853","0,0863","0,00157","0,746",4,"0,773",1,334116,"0,414667501515699","0,129",1,audio_features,5JOW419zyo0pZmSlsbq7Tg,Boring,Pano,TRP,Pano
"0,73","0,0882","123,989","0,0395","0,000284","0,881",4,"0,629",0,469494,"0,285101826750391","0,37",0,audio_features,6J2zFZjhH4YkGPd4ImXeL4,Boring,Equation,Palms Trax,Equation
"0,927","0,271","121,999","0,0762","0,291","0,744",4,"0,798",7,401574,"0,311028366868514","0,874",0,audio_features,3qAvjZ84KUD5cCWkt4iCcb,Boring,Szikra,Kornél Kovács,Szikra
"0,582","0,318","122,975","0,0551","0,0281","0,696",4,"0,868",5,410070,"0,292853217589317","0,301",0,audio_features,4tVlAl4RX2T5Xgz1jqar09,Boring,"The Many Shades Of Soul Notes, Volume Two",Adryiano,On My Side
"0,802","0,0834","120,014","0,029","0,138","0,91",4,"0,77",11,244240,"0,41490627203467","0,172",0,audio_features,6D1R675iWfn3ZDfQBbAUD3,Boring,Saint Isidore,Ron Blanco,I Wait - Mall Grab Remix
"0,464","0,102",121,"0,0685","0,000297","0,823",4,"0,779",2,386133,"0,358343886814277","0,406",1,audio_features,7jqnaD5U9gbjCxGhSLsjac,Boring,Red Light EP,Black Loops,Sex - Bonus Track
"0,536","0,126","125,982","0,386","0,0156","0,024",4,"0,8",1,309355,"0,416821392371573","0,284",1,audio_features,39L1ci8l2THU5Nh1dbBIrM,Boring,Family Portrait,Ross from Friends,Project Cybersyn
"0,329","0,0978","119,973","0,0906","0,765","0,925",4,"0,717",0,275000,"0,230621610169706","0,0647",1,audio_features,5uQyLXqTIZUSztFKQny0H2,Boring,like we were the last two people on earth,dj poolboi,like we were the last two people on earth
"0,823","0,0924","121,009","0,0893","0,669","0,912",4,"0,772",8,415000,"0,267762651536845","0,723",1,audio_features,7Cf2H9i0wkvhlGG9z8Ljt9,Boring,like we were the last two people on earth,dj poolboi,l'amour perdu
"0,856","0,0999","125,008","0,0462","0,0831","0,887",4,"0,832",3,286915,"0,333196169489308","0,796",0,audio_features,0nYpltXJ2nLlK9NiK5yurD,Boring,Forever Yours,dj poolboi,Leave Here
"0,832","0,105","119,992","0,0793","0,0752","0,876",4,"0,782",2,225000,"0,171929341576841","0,166",1,audio_features,3SEE782hEVSnqVNSU192Zk,Boring,we can be happy,dj poolboi,pretend we're okay
"0,589","0,139","121,001","0,0428","0,127","0,78",4,"0,695",5,387828,"0,292920657298628","0,204",1,audio_features,7vFDQoQN0Tyz3EucmATXI5,Boring,Lovesongs,Quasar,Houston 1990 - Instrumental
"0,687","0,107","121,014","0,201","0,469","0,899",4,"0,807",6,405215,"0,248685234428409","0,476",1,audio_features,0jQlwyCFEJs4Foi0RrWD50,Boring,Lovesongs,Quasar,Like a Yellow Frisbee
"0,674","0,105","123,004","0,107","0,11","0,587",4,"0,753",3,393187,"0,252231893418243","0,569",0,audio_features,464HKfclbq9yGNQ33u8OFJ,Boring,Lovesongs (White Ones),Quasar,A Song for Us
"0,647","0,108","122,008","0,076","0,0192","0,879",4,"0,773",11,426944,"0,259238798529135","0,348",0,audio_features,4CWJ6V6Y5XBjM2STX6z9a0,Boring,Lovesongs (White Ones),Quasar,I Never Thought
"0,712","0,103","123,023","0,0628","0,641","0,916",4,"0,799",10,375625,"0,29194429974027","0,559",0,audio_features,4DjTKzttWuvMLj3rXoqG0Y,Boring,Baratti Lounge Club (Extended),Quasar,G-Day
"0,706","0,124","121,017","0,0723","0,251","0,874",4,"0,795",9,413063,"0,215948404658843","0,377",1,audio_features,0d3IV13tGqI4PUxsRzv8jO,Boring,Baratti Lounge Club (Extended),Quasar,Weast Coast
"0,8","0,0819","120,994","0,0625","0,302","0,892",4,"0,801",2,398237,"0,307609681474071","0,963",1,audio_features,7fq8WSn88IiU0vMWd7gkCA,Boring,Baratti Lounge Club (Extended),Quasar,Purple Gain
"0,902","0,0826","118,994","0,0847","0,155","0,885",4,"0,793",11,421501,"0,380934230647684","0,656",0,audio_features,39AfuppSJeCQFIwa7AXCUx,Boring,Cottonfield EP,Quasar,The Cottonfield Blue
"0,774","0,112","123,829","0,0841","0,00172","0,736",4,"0,783",1,334116,"0,414619763903373","0,126",1,audio_features,0YWnOcdrnD43doMJdHGMCf,Boring,Pano,TRP,Pano
"0,678","0,0642","123,991","0,0442","0,0164","0,908",4,"0,804",8,621339,"0,417349598465317","0,608",1,audio_features,07PcPKwSpI7JeV4rmq1QJQ,Boring,Cathedrals,Harrison BDP,Cathedrals
"0,521","0,0789","124,013","0,11","0,0409","0,245",4,"0,886",6,340661,"0,2995711592428","0,244",0,audio_features,0N9WQE0WCPetQduRvRRu1r,Boring,IF U WANT IT,박혜진 Park Hye Jin,I DON'T CARE
"0,5","0,11","123,992","0,0597","0,0151","0,915",3,"0,857",0,605000,"0,227300295329098","0,168",1,audio_features,09FhTsmePmERV5mWBpYBOH,Boring,Fair,Matthieu Faubourg,"Please, Stay"
"0,636","0,0799","125,019","0,0776","0,0387","0,819",4,"0,822",6,357303,"0,304263600373233","0,507",1,audio_features,7ihM1gNzbMl9DSMyC1BGZo,Boring,Thinkin' bout You,Hush Hush,Thinkin Bout You
"0,927","0,48","128,006","0,0877","0,00202","0,854",4,"0,718",11,456000,"0,479236623887575","0,766",0,audio_features,7tasT0r0WpnfYSVfDc3UUK,Boring,_songs,nørus,make a move
"0,749","0,111","121,526","0,0522","0,00217","0,907",4,"0,813",7,422002,"0,254683025258504","0,0988",0,audio_features,3WeBHZ8z5YVdyDojUAARjs,Boring,Dry Thoughts,Route 8,Relaxed
"0,208","0,109","121,988","0,0375","0,796","0,928",4,"0,682",7,400328,"0,0681318215109024","0,45",0,audio_features,6suIXGZs9DIIxcUzl4Ilot,Boring,When the Rain,Trudge,Deep Eyes Blue Skies
"0,862","0,233","122,995","0,0381","0,127","0,916",4,"0,742",11,564878,"0,52119471110508","0,548",1,audio_features,0nrGjr5M967WMDpRgCjAkN,Boring,Alright,COMPUTER DATA,Alright
"0,799","0,0546","119,997","0,0509","0,0142","0,721",4,"0,68",4,360000,"0,306407929380605","0,817",0,audio_features,5cJnjUiWhTTBwT4Fo2J7rM,Boring,Ruff Hysteria,DJ Seinfeld,Ruff Hysteria
"0,899","0,215","127,981","0,0436","0,00723","0,875",4,"0,804",10,399003,"0,534995341012536","0,336",0,audio_features,0etOXuThQIqaDJzUDib3Yt,Boring,,,
"0,746","0,356","130,006","0,0775","0,0075","0,661",4,"0,791",1,375701,"0,296619705926944","0,355",1,audio_features,7gftvbARkq5ESacB5Gj2ZQ,Boring,,,
"0,362","0,0949","120,918","0,0585","0,22","0,866",4,"0,614",11,476015,"0,191822700172525","0,0396",0,audio_features,6u9JYXS4Kk0MbI05MYMAq2,Boring,,,
"0,704","0,0997","126,987","0,0511","0,00406","0,763",4,"0,843",6,306685,"0,266041875013879","0,888",0,audio_features,0s2HlRZzjWlhmfLdp4rDEy,Boring,,,
"0,482","0,106",119,"0,158","0,108","0,503",4,"0,833",9,445800,"0,223666014946618","0,382",0,audio_features,0TsXdSKxK3Snezeuw88RnO,Boring,,,
"0,565","0,0734","123,993","0,185","0,0753","0,0155",4,"0,879",11,342152,"0,219785987278482","0,173",0,audio_features,4QXNAdQxXcc0LMM2xaACXH,Boring,,,
"0,571","0,222","88,017","0,0438","0,156","0,669",4,"0,427",5,268016,"0,337403823688489","0,371",0,audio_features,6mqBM2MtZhsMkVnT0JZLAM,Boring,,,
"0,467","0,0954","120,033","0,0524","0,213","0,843",4,"0,798",10,412813,"0,199136101195057","0,41",1,audio_features,7fxcNshGvCxlNMGHI1GmCx,Boring,,,
"0,695","0,128","120,996","0,0534","0,362","0,62",4,"0,628",11,442000,"0,387793030876182","0,0668",0,audio_features,2pkgwqLBZYSDkUGG7l2191,Boring,,,
"0,838","0,0445","125,999","0,0428","0,0447","0,749",4,"0,721",8,368000,"0,417878473914528","0,453",1,audio_features,1lvpyd1lQjutZa6YnAE8aH,Boring,,,
"0,855","0,127","118,015","0,107","0,338","0,0882",4,"0,812",2,308875,"0,350066054682458","0,484",0,audio_features,17N6OOiHl7WMkUQZ2x9P1F,Boring,,,
"0,68","0,138","122,99","0,0773","0,356","0,868",4,"0,803",0,435797,"0,413237761199757","0,299",0,audio_features,4NmDPTcYUxWloxtFV3ZWtZ,Boring,,,
"0,686","0,0765","120,01","0,0601","0,112","0,893",4,"0,81",7,351207,"0,304473850831976","0,721",1,audio_features,4CfkxZ4w0qCNuSA0hMJPeH,Boring,,,
"0,715","0,131","119,997","0,0528","0,00497","0,805",4,"0,797",11,355799,"0,310563205021953","0,758",0,audio_features,2Dt2yqEJxvKervAKgIcZu1,Boring,,,
"0,45","0,102","122,012","0,277","0,108","0,674",4,"0,975",4,409188,"0,235017390609139","0,357",0,audio_features,0Bncl216oEGAOIlLv2V7V3,Boring,,,
"0,736","0,101","127,006","0,0969","0,142","0,924",4,"0,669",7,456670,"0,370041131280187","0,245",1,audio_features,2Qp8Sp2GLPUgcbv3T2KO0r,Boring,,,
"0,62","0,0761","124,989","0,0919","0,277","0,866",4,"0,821",9,417704,"0,272050795400826","0,194",0,audio_features,3ZZwblSjDYLSgHDIV3EApr,Boring,,,
